Hotel Names,Ratings,Number of Reviews,Prices,links,location,Description
"Holiday Inn Cairo - Citystars, an IHG Hotel",4.5 of 5 bubbles,"1,089 reviews","EGP 3,727",https://www.tripadvisor.in/Hotel_Review-g294201-d817571-Reviews-Holiday_Inn_Cairo_Citystars_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Ali Rashed Street Heliopolis, Cairo 11757 Egypt","A modern, family-friendly hotel in Cairo's dynamic Citystars Heliopolis In the heart of Citystars business and leisure complex and just 10 minutes from Cairo International Airport, the Holiday Inn® Cairo Citystars hotel is an ideal base for exploring the modern and historic attractions of Egypt's capital. Next to the hotel, Stars Centre Mall is home to over 640 of shops and high-tech amusements including Snow City and Magic Galaxy, Egypt's largest indoor theme park. Downtown Cairo is less than half an hour away. The hotel's family-friendly atmosphere makes everyone feel at home, from the rooftop garden with its adults' and children's swimming pools, to the Star Corner Café in the lobby. Open 24-hours, Windows Restaurant tempts diners with heaped international buffets and live cooking stations, and Indira Restaurant serves some of the best Indian food in Cairo. Business travelers appreciate the fast, free Wi-Fi, business center and 24-hour room service. Need to hold a meeting?"
116. City Palace Hotel,3 of 5 bubbles,14 reviews,"EGP 2,218EGP 1,047",https://www.tripadvisor.in/Hotel_Review-g294201-d21073129-Reviews-City_Palace_Hotel-Cairo_Cairo_Governorate.html,"1 El Amir Qadadar Street Tahrir Sq., Cairo 11511 Egypt","Set in Cairo, 700 metres from Tahrir Square, City Palace Hotel features air-conditioned rooms and a terrace. Among the facilities of this property are a restaurant, a 24-hour front desk and a shared kitchen, along with free WiFi. The accommodation offers room service, a shared lounge and currency exchange for guests. The units at the hotel come with a seating area, a flat-screen TV with satellite"
117. Cosmopolitan Hotel,2.5 of 5 bubbles,71 reviews,"EGP 1,842EGP 1,676",https://www.tripadvisor.in/Hotel_Review-g294201-d309018-Reviews-Cosmopolitan_Hotel-Cairo_Cairo_Governorate.html,"1 Talat Harb Downtown, Cairo 11511 Egypt","If you’re looking for a luxury hotel in Cairo, look no further than Cosmopolitan Hotel.Given the close proximity to Khan Al-Khalili (1.9 mi), guests of Cosmopolitan Hotel can easily experience one of Cairo's most popular landmarks.You’ll enjoy relaxing rooms that offer air conditioning, and you can stay connected during your stay as Cosmopolitan Hotel Cairo offers guests free wifi.The hotel features room service. Plus, Cosmopolitan Hotel Cairo offers an on-site restaurant, providing a pleasant respite from your busy day.While in Cairo, you may want to check out some of the restaurants that are a short walk away from Cosmopolitan Hotel Cairo, including O.Liv.O Pizzeria & Bar (1.2 mi), Blackstone Bistro (1.0 mi), and Le Peking Zamalek (0.6 mi).Cairo is also known for some great art museums, including Gayer-Anderson Museum (Bayt al-Kiritliya), Museum of Islamic Arts, and Museum of Islamic Ceramics, which are not too far from Cosmopolitan Hotel Cairo.The staff at Cosmopolitan Hotel looks forward to serving you during your upcoming visit."
118. Ocean Blue Studios,1 of 5 bubbles,1 review,"EGP 1,837",https://www.tripadvisor.in/Hotel_Review-g294201-d23817930-Reviews-Ocean_Blue_Studios-Cairo_Cairo_Governorate.html,"1258 Plot 847, Sq. Masaken Sheraton, Cairo 11511 Egypt","Ocean Blue Heliopolis offers the only deluxe gated compound with a variety of accommodation options in the heart of Heliopolis, Sheraton zone, few minutes away from Cairo International airport and all shopping and commercial centers with the true meaning of well living in peace along with fine scenery of panoramic waterfalls and lavish landscape."
119. Madina Hostel,5 of 5 bubbles,13 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d21223645-Reviews-Madina_Hostel-Cairo_Cairo_Governorate.html,"5 Kasr Al Nile street 10th floor 10th Floor, Cairo 11511 Egypt","A social design hostel in the heart of Downtown Cairo that provides the base to connect, experience and share adventures, travels, company and a safe place to dream. Everybody from solo backpackers to families and business travelers are welcome. The Hostel features two spacious community areas with a well-equipped kitchen and a balcony, free Wi-Fi, soundproof windows, local art and real plants."
120. New City Suites & Apartments,3 of 5 bubbles,23 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d5616188-Reviews-New_City_Suites_Apartments-Cairo_Cairo_Governorate.html,"39 Chark Insurance Compound, Cairo 11511 Egypt",Beating heart of new cairo. Facing the American university. Only real aparthotel in the 5th Settlement-newcairo. Awarded excellence award by Egyptian tourism board of independent hotels.
"InterContinental Cairo Semiramis, an IHG Hotel",4.5 of 5 bubbles,"2,840 reviews","EGP 5,987",https://www.tripadvisor.in/Hotel_Review-g294201-d299113-Reviews-InterContinental_Cairo_Semiramis_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Corniche El Nil, Cairo 11511 Egypt","On the historic Semiramis hotel site, guests can enjoy modern luxury by the river Nile. Semiramis InterContinental Cairo is 23 KM from Cairo International airport with a premium location in the heart of the city center next to the Egyptian Museum and Khan el Khalili. The Hotel features a 26 sq m2 rooftop pool, fine dining with exquisite cuisine, conference facilities, a state of the art spa, a shopping arcade, and the Nile Terrace offering stunning views of the sunset over the Nile."
121. Venice Hosokawaya,4 of 5 bubbles,56 reviews,EGP 376,https://www.tripadvisor.in/Hotel_Review-g294201-d1201849-Reviews-Venice_Hosokawaya-Cairo_Cairo_Governorate.html,"4 Souk Al Tawfikiya Street 4th Floor, Cairo 11511 Egypt","We are the exclusive Japanese Hostel in all of Cairo and Egypt.  Our standards of excellence in service and cleanliness are unsurpassed by competitively priced accommodation here in Cairo. We are the only hostel that is run by an independent joint Japanese/Egyptian venture. Our resident managers are all fluent in Japanese, Arabic and English and will be happy to give you any information that you need during and after your stay in Cairo and Egypt. High Speed Wi-Fi internet access is available free of charge. We do free airport pick up or transfer if you stay more than 3 nights with us in single or double room. Along with our excellent staff and services we offer hotel reservation. Domestic & International airfare reservation. 1st class seating train ticket reservation. Sleeper Car train ticket reservation. Tour packages with your choice of 25 different and exciting itineraries. Arrangement for Arabic lessons and classes as individual or in groups. We are only a short fifteen minute's walk from the famous Egyptian museum and Ramses railway station. Get captured by the Venice Hosokawaya hostel ... !!!!!!!!Travelers should note:@  Our hostel doesn't allow non-married males and females to stay together in the same room, however, male and female dorm rooms are available.@  Drinking of alcohol is not permitted anywhere on the hostel premises."
122. Royal Maadi Hotel,5 of 5 bubbles,4 reviews,"EGP 2,509",https://www.tripadvisor.in/Hotel_Review-g294201-d16867951-Reviews-Royal_Maadi_Hotel-Cairo_Cairo_Governorate.html,"11th, Road 18th, Sarayat El-Maadi, Cairo 11511 Egypt","I spent 3 nights at the Royal Maadi Hotel (previously known as Residence Hotel). The service was the best, better than any 5 star- literally. Any issues, they come right away, the housekeeping was extremely helpful and on top of everything with personalized service, the concierge very helpful, and the reception very polite and courteous. When my daughter got stain on the walls the manager was very courteous and accommodating. They also brought for me flowers and fruit per my family's request.  I took a 3 bedroom suite which was an apartment. Each bedroom had a queen size bed. There was also a dining area, salon area, kitchen, and bathroom. The style was a bit outdated but the availability and convenience of everything made up for it. There was microwave, fridge, toaster, oven, kitchenware, ironing board, tv, and desks.   I appreciated the cleanliness- everything was covered in plastic and sanitized.   Breakfast was very basic with boiled egg, jam, bread, cheese, OJ, tea/nescafe.   Delivery is easy through talabat app where I ordered things from the pharmacy and other restaurants. The hotel is keen about safety so no delivery persons come to the room, instead the concierge will carry up the item and you give him the money. I made sure to leave a tip for both him and the person delivering.  There are also a few restaurants and cafes downstairs although I didn't try any. One is particularly famous in Maadi for breakfast called Ovio (?).  The location is quiet, removed from the hustle and bustle of Cairo, and a view of trees and greenery specific to Maadi. I loved the balcony to relax in.   I totally recommend this hotel for short or extended stay. Special thanks to Mr. Sayed the manager, Ms. Asmaa the receptionist, Ms. Heba the housekeeper, Mr. Nour/Nouh the concierge. Excellent service and help from them.…"
123. Crown Hotel,3.5 of 5 bubbles,30 reviews,"EGP 2,016",https://www.tripadvisor.in/Hotel_Review-g294201-d17668019-Reviews-Crown_Hotel-Cairo_Cairo_Governorate.html,"16 Gawad Housney Downtown, Cairo 11511 Egypt","Located in Cairo and with Tahrir Square reachable within 1.4 km, Crown Hotel provides express check-in and check-out, non-smoking rooms, a bar, free WiFi and a shared lounge. Featuring room service, this property also provides guests with a casino. The accommodation offers a 24-hour front desk, a shared kitchen and currency exchange for guests. At the hotel, each room is fitted with a balcony. At Crown Hotel every room is fitted with a desk, a flat-screen TV and a private bathroom. A continental breakfast is available daily at the accommodation. For business travellers' convenience, meeting and banquet facilities, a business centre, a fax machine and photocopier and an ATM machine are featured. Khan Al Khalili is 1.7 km from Crown Hotel, while Al-Azhar Mosque is 2.1 km away. The nearest airport is Cairo International, 18 km from the hotel, and the property offers a paid airport shuttle service. Your property description is created according to the facilities and amenities you add"
124. Jewel Green Mountain Hotel,3.5 of 5 bubbles,4 reviews,"EGP 1,810EGP 1,677",https://www.tripadvisor.in/Hotel_Review-g294201-d23249025-Reviews-Jewel_Green_Mountain_Hotel-Cairo_Cairo_Governorate.html,"19 Green Mountain Buildings, Nasr Road Nasr City, Next to Queen Service Company, Cairo 11511 Egypt","Not only is the hotel bad, it's the whole customer experience, hotel facilities are horrible, food is unbelievable, staff, room, everything calls you to escape the hotel. Internet wifi does not work all the time.  Breakfast restaurant welcomes you with an awful smell. The room is unbelievable, The water in the shower is just a small drops of water. And believe me, you don’t want to sniff bathroom’s aroma. !!  The bed mattress is very old and curved which causes unbearable back pain."
125. New President Hotel Zamalek,3.5 of 5 bubbles,26 reviews,"EGP 2,983",https://www.tripadvisor.in/Hotel_Review-g294201-d4714351-Reviews-New_President_Hotel_Zamalek-Cairo_Cairo_Governorate.html,"20 Taha Hussein St., Cairo 11511 Egypt","New President Hotel Zamalek is an excellent choice for travellers visiting Cairo, offering a budget friendly environment alongside many helpful amenities designed to enhance your stay.As your “home away from home,” the small hotel rooms offer air conditioning and a minibar, and getting online is easy, with free wifi available.Guests have access to 24 hour front desk, room service, and express check-in and check-out while staying at New President Hotel Zamalek. In addition, New President Hotel Zamalek offers a lounge, which will help make your Cairo trip additionally gratifying.Close to some of Cairo's most popular landmarks, such as St. Mark's Coptic Orthodox Church (2.9 mi) and Heliopolis (3.0 mi), New President Hotel Zamalek is a great destination for tourists.If you like French restaurants, New President Hotel Zamalek is conveniently located near The Smokery Heliopolis, La Maison Blanche, and Le Carnaval.If you are looking for something to do in the area, Khan Al-Khalili (1.0 mi) is a popular attraction that is within walking distance of New President Hotel Zamalek.Enjoy your stay in Cairo!"
