,Unnamed: 0,Name,City,phone_no,location,Full Address,Latitude,Longitude,cuisines,rate,number of reviews
673,1734,Al Saraya,Cairo,+20 2 27383247,"Saraya El Gezirah St., Cairo 11511 Egypt","Al Saraya Cairo Saraya El Gezirah St., Cairo 11511 Egypt ",30.0317983,31.2293801,"Middle Eastern, Egyptian",3.0,114.0
675,1743,La Pizza Cresci,Cairo,235394112,"Dandy Mega Mall, KM 28 Alexandria Desert Road, Cairo 22111 Egypt","La Pizza Cresci Cairo Dandy Mega Mall, KM 28 Alexandria Desert Road, Cairo 22111 Egypt ",30.0630997,31.0279478,"Italian, Pizza",2.5,2.0
676,1745,Carpaccio Nile Lounge,Cairo,+20 100 707 5757,"5th Compound, El Tesaeen St Downtown Mall, Cairo 10473 Egypt","Carpaccio Nile Lounge Cairo 5th Compound, El Tesaeen St Downtown Mall, Cairo 10473 Egypt ",30.0163166,31.2225504,"Italian, American, Pizza, Cafe, Mediterranean, Egyptian",3.0,15.0
677,1751,Leila,Cairo,+20 109 090 4967,"Mall Of Egypt Al Wahat Al Baharia, Cairo 11511 Egypt","Leila Cairo Mall Of Egypt Al Wahat Al Baharia, Cairo 11511 Egypt ",29.9722482,31.0157149,"Lebanese, Middle Eastern, Mediterranean",3.0,30.0
679,1754,Speakeasy,Cairo,+20 121 171 1046,Cairo Egypt,Speakeasy Cairo Cairo Egypt ,30.0444196,31.2357116,"Mediterranean, Fusion",2.5,9.0
680,1758,Sea Salt Bakery & Cafe,Cairo,+20 109 375 7305,"6 A Ismail Mohamad Street Intersection with El-Mansour Mohamed Street, Same Building as Hardees Zamalek, Cairo 11211 Egypt","Sea Salt Bakery & Cafe Cairo 6 A Ismail Mohamad Street Intersection with El-Mansour Mohamed Street, Same Building as Hardees Zamalek, Cairo 11211 Egypt ",30.0630711,31.2182238,Healthy,3.0,5.0
682,1761,Wok and Walk,Cairo,+20 127 441 1214,"Road 9, Off Road 83, El Maadi, Cairo 11511 Egypt","Wok and Walk Cairo Road 9, Off Road 83, El Maadi, Cairo 11511 Egypt ",29.9554287,31.2616082,"Chinese, Asian, Fast Food",3.0,24.0
683,1762,Coquillage Restaurant,Cairo,+20 110 150 0021,"1 Saray El Gezirah Street Next to Kasr Al Nile Bridge, Cairo 11511 Egypt","Coquillage Restaurant Cairo 1 Saray El Gezirah Street Next to Kasr Al Nile Bridge, Cairo 11511 Egypt ",30.0433265,31.2278137,"Italian, American, Cafe, Mediterranean, Egyptian",2.5,3.0
684,1771,Man'oucheh Rehab,Cairo,26923966,"2 Inside Rehab Mall, Cairo 11511 Egypt","Man'oucheh Rehab Cairo 2 Inside Rehab Mall, Cairo 11511 Egypt ",30.0592424,31.495898,"Lebanese, Mediterranean",2.5,2.0
685,1773,One Oak,Cairo,+20 16553,"Majarrah - El Sheikh Zayed, Cairo 11511 Egypt","One Oak Cairo Majarrah - El Sheikh Zayed, Cairo 11511 Egypt ",30.0491629,30.9761599,"Steakhouse, Sushi",2.5,5.0
687,1776,Buffalo Wings & Rings,Cairo,+20 111 960 0811,"114 Abd Al Hameed Badawi Street Radisson Blu Hotel, Cairo 11511 Egypt","Buffalo Wings & Rings Cairo 114 Abd Al Hameed Badawi Street Radisson Blu Hotel, Cairo 11511 Egypt ",30.1189487,31.3543223,American,3.0,14.0
690,1789,El Dokan,Cairo,+20 100 006 6988,"Cairo Festival City, Emerald Empire, City Stars, Cairo 11511 Egypt","El Dokan Cairo Cairo Festival City, Emerald Empire, City Stars, Cairo 11511 Egypt ",30.0444196,31.2357116,"Mediterranean, Egyptian",2.0,7.0
692,1794,Sidewalk,Cairo,+20 128 536 2780,"130 26th July Street, Cairo 11511 Egypt","Sidewalk Cairo 130 26th July Street, Cairo 11511 Egypt ",30.0533567,31.239234,International,1.0,3.0
693,1795,Keif Restaurant,Cairo,+20 128 413 8888,"Porto Cairo Mall 1st Settlement, Ring Road, New Cairo, Cairo 11511 Egypt","Keif Restaurant Cairo Porto Cairo Mall 1st Settlement, Ring Road, New Cairo, Cairo 11511 Egypt ",30.0643895,31.4236112,"Lebanese, Mediterranean",2.0,4.0
694,1797,Doppio Zero,Cairo,+20 109 800 6003,"Tivoli Plaza Mall, Cairo 11511 Egypt","Doppio Zero Cairo Tivoli Plaza Mall, Cairo 11511 Egypt ",30.0787865,31.3405035,American,2.0,4.0
695,1799,Fish Boat Abouzeid,Cairo,+20 2 2631555,"Nile Cornish, Cairo 11511 Egypt","Fish Boat Abouzeid Cairo Nile Cornish, Cairo 11511 Egypt ",30.0431959,31.2324442,Egyptian,2.5,43.0
696,1800,Nile Point,Cairo,201000000484,"Corniche El Maadi, Cairo 11511 Egypt","Nile Point Cairo Corniche El Maadi, Cairo 11511 Egypt ",29.9837853,31.2295536,Middle Eastern,2.5,23.0
697,1802,Jovial Cafe & Restaurant,Cairo,+20 122 228 5790,"14 S4 The District Egypt, Wadi Degla Sportig Club, El-Nasr Road After Wataneya Gas Station, Sheraton Buildings, Heliopolis,, Cairo 11511 Egypt","Jovial Cafe & Restaurant Cairo 14 S4 The District Egypt, Wadi Degla Sportig Club, El-Nasr Road After Wataneya Gas Station, Sheraton Buildings, Heliopolis,, Cairo 11511 Egypt ",30.0714902,31.3544745,"Pizza, Middle Eastern",1.0,2.0
698,1803,Alibi Bar and Restaurant,Cairo,+20 122 144 9449,"Imperial Boat, Cairo 11511 Egypt","Alibi Bar and Restaurant Cairo Imperial Boat, Cairo 11511 Egypt ",30.052939,31.2267314,"International, Bar, Pub",2.5,23.0
699,1804,PAUL Bakery & Restaurant,Cairo,+20 2 24802911,"Omar Ibn El Khattab Street City Stars Mall,, Cairo 11511 Egypt","PAUL Bakery & Restaurant Cairo Omar Ibn El Khattab Street City Stars Mall,, Cairo 11511 Egypt ",30.074028,31.3469873,"French, Cafe, International, European, Diner",2.0,4.0
700,1806,Pier88 Pyramid Hills,Cairo,+20 127 480 0011,"Pyramid Hills Compound, Cairo 11511 Egypt","Pier88 Pyramid Hills Cairo Pyramid Hills Compound, Cairo 11511 Egypt ",30.0444196,31.2357116,"Italian, International, Mediterranean",1.0,2.0
701,1808,Diamond Boat,Cairo,+20 112 767 6150,"Sharie Kurnish Alniyl, Cairo 11511 Egypt","Diamond Boat Cairo Sharie Kurnish Alniyl, Cairo 11511 Egypt ",30.0444196,31.2357116,Egyptian,1.0,3.0
702,1809,Heart Attack,Cairo,+20 109 473 2228,"Arena Mall Behind Bank Center, Cairo 11511 Egypt","Heart Attack Cairo Arena Mall Behind Bank Center, Cairo 11511 Egypt ",30.1517987,31.604991,"American, Fast Food",1.5,11.0
